GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P001001,P001001.2000
3401974420,060,34,019,35620,408,99999,999,Union township,5908,1830,6160,1725,5908,6160
3401978230,060,34,019,35620,408,99999,999,West Amwell township,3840,1157,2383,984,3840,2383
3402119780,060,34,021,45940,408,99999,999,East Windsor township,27190,10851,24919,9880,27190,24919
3402122185,060,34,021,45940,408,99999,999,Ewing township,35790,13926,35707,12924,35790,35707
3402129310,060,34,021,45940,408,99999,999,Hamilton township,88464,36170,87109,34535,88464,87109
3402131620,060,34,021,45940,408,99999,999,Hightstown borough,5494,2108,5216,2081,5494,5216
3402133150,060,34,021,45940,408,99999,999,Hopewell borough,1922,817,2035,836,1922,2035
3402133180,060,34,021,45940,408,99999,999,Hopewell township,17304,6551,16105,5629,17304,16105
3402139510,060,34,021,45940,408,99999,999,Lawrence township,33472,13239,29159,11180,33472,29159
3402157600,060,34,021,45940,408,99999,999,Pennington borough,2585,1083,2696,1040,2585,2696
3402160900,060,34,021,45940,408,99999,999,Princeton borough,12307,3488,14203,3495,12307,14203
3402160915,060,34,021,45940,408,99999,999,Princeton township,16265,6814,16027,6224,16265,16027
3402163850,060,34,021,45940,408,99999,999,Robbinsville township,13642,5277,,,13642,
3402174000,060,34,021,45940,408,99999,999,Trenton city,84913,33035,85403,33843,84913,85403
3402180240,060,34,021,45940,408,99999,999,West Windsor township,27165,9810,21907,7450,27165,21907
3402310750,060,34,023,35620,408,99999,999,Carteret borough,22844,8148,20709,7320,22844,20709
3402315550,060,34,023,35620,408,99999,999,Cranbury township,3857,1371,3227,1121,3857,3227
3402318490,060,34,023,35620,408,99999,999,Dunellen borough,7227,2683,6823,2520,7227,6823
3402319000,060,34,023,35620,408,99999,999,East Brunswick township,47512,17367,46756,16640,47512,46756
3402320230,060,34,023,35620,408,99999,999,Edison township,99967,36302,97687,36018,99967,97687
3402330840,060,34,023,35620,408,99999,999,Helmetta borough,2178,920,1825,769,2178,1825
3402331470,060,34,023,35620,408,99999,999,Highland Park borough,13982,6203,13999,6071,13982,13999
3402334890,060,34,023,35620,408,99999,999,Jamesburg borough,5915,2267,6025,2240,5915,6025
3402345690,060,34,023,35620,408,99999,999,Metuchen borough,13574,5440,12840,5104,13574,12840
3402345900,060,34,023,35620,408,99999,999,Middlesex borough,13635,5148,13717,5130,13635,13717
3402346620,060,34,023,35620,408,99999,999,Milltown borough,6893,2698,7000,2670,6893,7000
3402347280,060,34,023,35620,408,99999,999,Monroe township,39132,18002,27999,13259,39132,27999
3402351210,060,34,023,35620,408,99999,999,New Brunswick city,55181,15053,48573,13893,55181,48573
3402352560,060,34,023,35620,408,99999,999,North Brunswick township,40742,15045,36287,13932,40742,36287
3402354705,060,34,023,35620,408,99999,999,Old Bridge township,65375,24638,60456,21896,65375,60456
3402358200,060,34,023,35620,408,99999,999,Perth Amboy city,50814,16556,47303,15236,50814,47303
3402359010,060,34,023,35620,408,99999,999,Piscataway township,56044,17777,50482,16946,56044,50482
3402359280,060,34,023,35620,408,99999,999,Plainsboro township,22999,10089,20215,9133,22999,20215
3402365790,060,34,023,35620,408,99999,999,Sayreville borough,42704,16393,40377,15235,42704,40377
3402368550,060,34,023,35620,408,99999,999,South Amboy city,8631,3576,7913,3110,8631,7913
3402368790,060,34,023,35620,408,99999,999,South Brunswick township,43417,15708,37734,13862,43417,37734
3402369390,060,34,023,35620,408,99999,999,South Plainfield borough,23385,8093,21810,7307,23385,21810
3402369420,060,34,023,35620,408,99999,999,South River borough,16008,5957,15322,5769,16008,15322
3402369810,060,34,023,35620,408,99999,999,Spotswood borough,8257,3242,7880,3158,8257,7880
3402382000,060,34,023,35620,408,99999,999,Woodbridge township,99585,36124,97203,35298,99585,97203
3402500000,060,34,025,35620,408,99999,999,County subdivisions not defined,0,0,0,0,0,0
3402500070,060,34,025,35620,408,99999,999,Aberdeen township,18210,7102,17454,6558,18210,17454
3402500730,060,34,025,35620,408,99999,999,Allenhurst borough,496,365,718,370,496,718
3402500760,060,34,025,35620,408,99999,999,Allentown borough,1828,735,1882,718,1828,1882
3402501960,060,34,025,35620,408,99999,999,Asbury Park city,16116,8076,16930,7744,16116,16930
3402502110,060,34,025,35620,408,99999,999,Atlantic Highlands borough,4385,2002,4705,2056,4385,4705
3402502440,060,34,025,35620,408,99999,999,Avon-by-the-Sea borough,1901,1321,2244,1387,1901,2244
3402504930,060,34,025,35620,408,99999,999,Belmar borough,5794,3931,6045,3996,5794,6045
3402506970,060,34,025,35620,408,99999,999,Bradley Beach borough,4298,3180,4793,3132,4298,4793
3402507750,060,34,025,35620,408,99999,999,Brielle borough,4774,2034,4893,2123,4774,4893
3402514560,060,34,025,35620,408,99999,999,Colts Neck township,10142,3735,12331,3614,10142,12331
3402516660,060,34,025,35620,408,99999,999,Deal borough,750,926,1070,953,750,1070
3402519840,060,34,025,35620,408,99999,999,Eatontown borough,12709,5723,14008,6341,12709,14008
3402521570,060,34,025,35620,408,99999,999,Englishtown borough,1847,647,1764,680,1847,1764
3402522440,060,34,025,35620,408,99999,999,Fair Haven borough,6121,2065,5937,2037,6121,5937
3402522950,060,34,025,35620,408,99999,999,Farmingdale borough,1329,578,1587,638,1329,1587
3402525200,060,34,025,35620,408,99999,999,Freehold borough,12052,4249,10976,3821,12052,10976
3402525230,060,34,025,35620,408,99999,999,Freehold township,36184,13140,31537,11032,36184,31537
3402530690,060,34,025,35620,408,99999,999,Hazlet township,20334,7417,21378,7406,20334,21378
3402531500,060,34,025,35620,408,99999,999,Highlands borough,5005,3146,5097,2820,5005,5097
3402532640,060,34,025,35620,408,99999,999,Holmdel township,16773,5792,15781,5137,16773,15781
3402533300,060,34,025,35620,408,99999,999,Howell township,51075,17979,48903,16572,51075,48903
3402534200,060,34,025,35620,408,99999,999,Interlaken borough,820,393,900,397,820,900
3402536480,060,34,025,35620,408,99999,999,Keansburg borough,10105,4318,10732,4269,10105,10732
3402536810,060,34,025,35620,408,99999,999,Keyport borough,7240,3272,7568,3400,7240,7568
3402537560,060,34,025,35620,408,99999,999,Lake Como borough,1759,1115,,,1759,
3402540770,060,34,025,35620,408,99999,999,Little Silver borough,5950,2278,6170,2288,5950,6170
3402541010,060,34,025,35620,408,99999,999,Loch Arbour village,194,159,280,156,194,280
3402541310,060,34,025,35620,408,99999,999,Long Branch city,30719,14170,31340,13983,30719,31340
3402542990,060,34,025,35620,408,99999,999,Manalapan township,38872,13735,33423,11066,38872,33423
3402543050,060,34,025,35620,408,99999,999,Manasquan borough,5897,3500,6310,3531,5897,6310
3402544070,060,34,025,35620,408,99999,999,Marlboro township,40191,13436,36398,11896,40191,36398
3402544520,060,34,025,35620,408,99999,999,Matawan borough,8810,3606,8910,3640,8810,8910
3402545990,060,34,025,35620,408,99999,999,Middletown township,66522,24959,66327,23841,66522,66327
3402546560,060,34,025,35620,408,99999,999,Millstone township,10566,3434,8970,2797,10566,8970
3402547130,060,34,025,35620,408,99999,999,Monmouth Beach borough,3279,1981,3595,1969,3279,3595
3402549890,060,34,025,35620,408,99999,999,Neptune township,27935,12991,27690,12217,27935,27690
3402549920,060,34,025,35620,408,99999,999,Neptune City borough,4869,2312,5218,2342,4869,5218
3402554270,060,34,025,35620,408,99999,999,Ocean township,27291,11541,26959,10756,27291,26959
3402554570,060,34,025,35620,408,99999,999,Oceanport borough,5832,2390,5807,2114,5832,5807
3402562430,060,34,025,35620,408,99999,999,Red Bank borough,12206,5381,11844,5450,12206,11844
3402564410,060,34,025,35620,408,99999,999,Roosevelt borough,882,327,933,351,882,933
3402565130,060,34,025,35620,408,99999,999,Rumson borough,7122,2585,7137,2610,7122,7137
3402566240,060,34,025,35620,408,99999,999,Sea Bright borough,1412,1211,1818,1202,1412,1818
3402566330,060,34,025,35620,408,99999,999,Sea Girt borough,1828,1291,2148,1285,1828,2148
3402567350,060,34,025,35620,408,99999,999,Shrewsbury borough,3809,1310,3590,1223,3809,3590
3402567365,060,34,025,35620,408,99999,999,Shrewsbury township,1141,648,1098,546,1141,1098
3402570110,060,34,025,35620,408,99999,999,Spring Lake borough,2993,2048,3567,1930,2993,3567
3402570140,060,34,025,35620,408,99999,999,Spring Lake Heights borough,4713,2972,5227,2950,4713,5227
3402573020,060,34,025,35620,408,99999,999,Tinton Falls borough,17892,8766,15053,6211,17892,15053
3402574540,060,34,025,35620,408,99999,999,Union Beach borough,6245,2269,6649,2229,6245,6649
3402574900,060,34,025,35620,408,99999,999,Upper Freehold township,6902,2458,4282,1501,6902,4282
3402576460,060,34,025,35620,408,99999,999,Wall township,26164,10883,25261,9957,26164,25261
3402579310,060,34,025,35620,408,99999,999,West Long Branch borough,8097,2528,8258,2535,8097,8258
3402706610,060,34,027,35620,408,99999,999,Boonton town,8347,3398,8496,3352,8347,8496
3402706640,060,34,027,35620,408,99999,999,Boonton township,4263,1647,4287,1510,4263,4287
3402709040,060,34,027,35620,408,99999,999,Butler borough,7539,3169,7420,2923,7539,7420
3402712100,060,34,027,35620,408,99999,999,Chatham borough,8962,3210,8460,3232,8962,8460
3402712130,060,34,027,35620,408,99999,999,Chatham township,10452,4128,10086,4019,10452,10086
3402712580,060,34,027,35620,408,99999,999,Chester borough,1649,647,1635,627,1649,1635
3402712610,060,34,027,35620,408,99999,999,Chester township,7838,2697,7282,2377,7838,7282
3402717650,060,34,027,35620,408,99999,999,Denville township,16635,6734,15824,6178,16635,15824
3402718070,060,34,027,35620,408,99999,999,Dover town,18157,5783,18188,5568,18157,18188
3402719210,060,34,027,35620,408,99999,999,East Hanover township,11157,3976,11393,3895,11157,11393
3402723910,060,34,027,35620,408,99999,999,Florham Park borough,11696,4201,8857,3342,11696,8857
3402729550,060,34,027,35620,408,99999,999,Hanover township,13712,5526,12898,4818,13712,12898
3402729700,060,34,027,35620,408,99999,999,Harding township,3838,1610,3180,1243,3838,3180
3402734980,060,34,027,35620,408,99999,999,Jefferson township,21314,8597,19717,7527,21314,19717
3402737110,060,34,027,35620,408,99999,999,Kinnelon borough,10248,3600,9365,3123,10248,9365
3402740290,060,34,027,35620,408,99999,999,Lincoln Park borough,10521,4145,10930,4110,10521,10930
3402741362,060,34,027,35620,408,99999,999,Long Hill township,8702,3226,8777,3206,8702,8777
3402742510,060,34,027,35620,408,99999,999,Madison borough,15845,5775,16530,5641,15845,16530
3402745330,060,34,027,35620,408,99999,999,Mendham borough,4981,1798,5097,1828,4981,5097
3402745360,060,34,027,35620,408,99999,999,Mendham township,5869,2062,5400,1849,5869,5400
3402746860,060,34,027,35620,408,99999,999,Mine Hill township,3651,1380,3679,1388,3651,3679
3402747670,060,34,027,35620,408,99999,999,Montville township,21528,7823,20839,7541,21528,20839
3402748090,060,34,027,35620,408,99999,999,Morris township,22306,8502,21796,8298,22306,21796
3402748210,060,34,027,35620,408,99999,999,Morris Plains borough,5532,2197,5236,1994,5532,5236
3402748300,060,34,027,35620,408,99999,999,Morristown town,18411,8172,18544,7615,18411,18544
3402748480,060,34,027,35620,408,99999,999,Mountain Lakes borough,4160,1363,4256,1357,4160,4256
3402748690,060,34,027,35620,408,99999,999,Mount Arlington borough,5050,2545,4663,2039,5050,4663
3402749080,060,34,027,35620,408,99999,999,Mount Olive township,28117,11244,24193,9311,28117,24193
3402750130,060,34,027,35620,408,99999,999,Netcong borough,3232,1449,2580,1043,3232,2580
3402756460,060,34,027,35620,408,99999,999,Parsippany-Troy Hills township,53238,21274,50649,20066,53238,50649
3402758110,060,34,027,35620,408,99999,999,Pequannock township,15540,6794,13888,5097,15540,13888
3402761890,060,34,027,35620,408,99999,999,Randolph township,25734,9343,24847,8903,25734,24847
3402763300,060,34,027,35620,408,99999,999,Riverdale borough,3559,1657,2498,940,3559,2498
3402764050,060,34,027,35620,408,99999,999,Rockaway borough,6438,2521,6473,2491,6438,6473
3402764080,060,34,027,35620,408,99999,999,Rockaway township,24156,9587,22930,8506,24156,22930
3402764980,060,34,027,35620,408,99999,999,Roxbury township,23324,8582,23883,8550,23324,23883
3402775890,060,34,027,35620,408,99999,999,Victory Gardens borough,1520,566,1546,588,1520,1546
3402777240,060,34,027,35620,408,99999,999,Washington township,18533,6488,17592,5890,18533,17592
3402780390,060,34,027,35620,408,99999,999,Wharton borough,6522,2426,6298,2394,6522,6298
3402900000,060,34,029,35620,408,99999,999,County subdivisions not defined,0,0,0,0,0,0
3402903050,060,34,029,35620,408,99999,999,Barnegat township,20936,9085,15270,6066,20936,15270
3402903130,060,34,029,35620,408,99999,999,Barnegat Light borough,574,1282,764,1207,574,764
3402903520,060,34,029,35620,408,99999,999,Bay Head borough,968,1023,1238,1053,968,1238
3402903940,060,34,029,35620,408,99999,999,Beach Haven borough,1170,2667,1278,2555,1170,1278
3402904180,060,34,029,35620,408,99999,999,Beachwood borough,11045,3826,10375,3623,11045,10375
3402905305,060,34,029,35620,408,99999,999,Berkeley township,41255,23818,39991,22288,41255,39991
3402907420,060,34,029,35620,408,99999,999,Brick township,75072,33677,76119,32689,75072,76119
3402918670,060,34,029,35620,408,99999,999,Eagleswood township,1603,760,1441,693,1603,1441
3402930390,060,34,029,35620,408,99999,999,Harvey Cedars borough,337,1214,359,1205,337,359
3402934530,060,34,029,35620,408,99999,999,Island Heights borough,1673,831,1751,807,1673,1751
3402934680,060,34,029,35620,408,99999,999,Jackson township,54856,20342,42816,14640,54856,42816
3402937380,060,34,029,35620,408,99999,999,Lacey township,27644,11573,25346,10580,27644,25346
3402937770,060,34,029,35620,408,99999,999,Lakehurst borough,2654,943,2522,961,2654,2522
3402938550,060,34,029,35620,408,99999,999,Lakewood township,92843,26337,60352,21214,92843,60352
3402939390,060,34,029,35620,408,99999,999,Lavallette borough,1875,3207,2665,3210,1875,2665
3402940560,060,34,029,35620,408,99999,999,Little Egg Harbor township,20065,10324,15945,7931,20065,15945
3402941250,060,34,029,35620,408,99999,999,Long Beach township,3051,9216,3329,9023,3051,3329
3402943140,060,34,029,35620,408,99999,999,Manchester township,43070,25886,38928,22681,43070,38928
3402943380,060,34,029,35620,408,99999,999,Mantoloking borough,296,535,423,522,296,423
3402954300,060,34,029,35620,408,99999,999,Ocean township,8332,4291,6450,2981,8332,6450
3402954450,060,34,029,35620,408,99999,999,Ocean Gate borough,2011,1203,2076,1152,2011,2076
3402958590,060,34,029,35620,408,99999,999,Pine Beach borough,2127,903,1950,872,2127,1950
3402959790,060,34,029,35620,408,99999,999,Plumsted township,8421,3067,7275,2628,8421,7275
3402959880,060,34,029,35620,408,99999,999,Point Pleasant borough,18392,8331,19306,8350,18392,19306
3402959910,060,34,029,35620,408,99999,999,Point Pleasant Beach borough,4665,3373,5314,3558,4665,5314
3402966450,060,34,029,35620,408,99999,999,Seaside Heights borough,2887,3003,3155,2840,2887,3155
3402966480,060,34,029,35620,408,99999,999,Seaside Park borough,1579,2703,2263,2811,1579,2263
3402967110,060,34,029,35620,408,99999,999,Ship Bottom borough,1156,2066,1384,2218,1156,1384
3402969510,060,34,029,35620,408,99999,999,South Toms River borough,3684,1160,3634,1123,3684,3634
3402970320,060,34,029,35620,408,99999,999,Stafford township,26535,13604,22532,11522,26535,22532
3402971640,060,34,029,35620,408,99999,999,Surf City borough,1205,2566,1442,2621,1205,1442
3402973125,060,34,029,35620,408,99999,999,Toms River township,91239,43334,,,91239,
3402974210,060,34,029,35620,408,99999,999,Tuckerton borough,3347,1902,3517,1971,3347,3517
3403106340,060,34,031,35620,408,99999,999,Bloomingdale borough,7656,3089,7610,2940,7656,7610
3403113690,060,34,031,35620,408,99999,999,Clifton city,84136,31946,78672,31060,84136,78672
3403129070,060,34,031,35620,408,99999,999,Haledon borough,8318,2932,8252,2906,8318,8252
3403130570,060,34,031,35620,408,99999,999,Hawthorne borough,18791,7756,18218,7419,18791,18218
3403140620,060,34,031,35620,408,99999,999,Little Falls township,14432,4925,10855,4797,14432,10855
3403153040,060,34,031,35620,408,99999,999,North Haledon borough,8417,3213,7920,2675,8417,7920
3403156550,060,34,031,35620,408,99999,999,Passaic city,69781,20432,67861,20194,69781,67861
3403157000,060,34,031,35620,408,99999,999,Paterson city,146199,47946,149222,47169,146199,149222
3403160090,060,34,031,35620,408,99999,999,Pompton Lakes borough,11097,4341,10640,4024,11097,10640
3403161170,060,34,031,35620,408,99999,999,Prospect Park borough,5865,1931,5779,1889,5865,5779
3403163150,060,34,031,35620,408,99999,999,Ringwood borough,12228,4331,12396,4221,12228,12396
3403173140,060,34,031,35620,408,99999,999,Totowa borough,10804,3918,9892,3630,10804,9892
3403176730,060,34,031,35620,408,99999,999,Wanaque borough,11116,4184,10266,3500,11116,10266
3403177840,060,34,031,35620,408,99999,999,Wayne township,54717,19768,54069,19218,54717,54069
3403179460,060,34,031,35620,408,99999,999,West Milford township,25850,10419,26410,9909,25850,26410
3403182423,060,34,031,35620,408,99999,999,Woodland Park borough,11819,4835,,,11819,
3403300880,060,34,033,37980,428,99999,999,Alloway township,3467,1268,2774,995,3467,2774
3403310610,060,34,033,37980,428,99999,999,Carneys Point township,8049,3502,7684,3330,8049,7684
3403321240,060,34,033,37980,428,99999,999,Elmer borough,1395,577,1384,557,1395,1384
3403321330,060,34,033,37980,428,99999,999,Elsinboro township,1036,524,1092,530,1036,1092
3403341640,060,34,033,37980,428,99999,999,Lower Alloways Creek township,1770,727,1851,730,1770,1851
3403343200,060,34,033,37980,428,99999,999,Mannington township,1806,592,1559,573,1806,1559
3403354810,060,34,033,37980,428,99999,999,Oldmans township,1773,699,1798,694,1773,1798
3403357750,060,34,033,37980,428,99999,999,Penns Grove borough,5147,2004,4886,2075,5147,4886
3403357870,060,34,033,37980,428,99999,999,Pennsville township,13409,5914,13194,5623,13409,13194
3403358530,060,34,033,37980,428,99999,999,Pilesgrove township,4016,1594,3923,1261,4016,3923
3403359130,060,34,033,37980,428,99999,999,Pittsgrove township,9393,3445,8893,3155,9393,8893
3403361470,060,34,033,37980,428,99999,999,Quinton township,2666,1099,2786,1133,2666,2786
3403365490,060,34,033,37980,428,99999,999,Salem city,5146,2633,5857,2863,5146,5857
3403375110,060,34,033,37980,428,99999,999,Upper Pittsgrove township,3505,1310,3468,1250,3505,3468
3403382720,060,34,033,37980,428,99999,999,Woodstown borough,3505,1529,3136,1389,3505,3136
3403504450,060,34,035,35620,408,99999,999,Bedminster township,8165,4349,8302,4467,8165,8302
3403505560,060,34,035,35620,408,99999,999,Bernards township,26652,10103,24575,9485,26652,24575
3403505590,060,34,035,35620,408,99999,999,Bernardsville borough,7707,2871,7345,2807,7707,7345
3403506790,060,34,035,35620,408,99999,999,Bound Brook borough,10402,3816,10155,3802,10402,10155
3403507180,060,34,035,35620,408,99999,999,Branchburg township,14459,5419,14566,5405,14459,14566
3403507720,060,34,035,35620,408,99999,999,Bridgewater township,44464,16657,42940,15879,44464,42940
3403522890,060,34,035,35620,408,99999,999,Far Hills borough,919,418,859,386,919,859
3403524900,060,34,035,35620,408,99999,999,Franklin township,62300,24426,50903,19789,62300,50903
3403527510,060,34,035,35620,408,99999,999,Green Brook township,7203,2448,5654,1916,7203,5654
3403531890,060,34,035,35620,408,99999,999,Hillsborough township,38303,14030,36634,12854,38303,36634
3403543620,060,34,035,35620,408,99999,999,Manville borough,10344,4277,10343,4296,10344,10343
3403546590,060,34,035,35620,408,99999,999,Millstone borough,418,167,410,173,418,410
3403547580,060,34,035,35620,408,99999,999,Montgomery township,22254,7902,17481,6130,22254,17481
3403553280,060,34,035,35620,408,99999,999,North Plainfield borough,21936,7848,21103,7393,21936,21103
3403557300,060,34,035,35620,408,99999,999,Peapack and Gladstone borough,2582,949,2433,871,2582,2433
3403561980,060,34,035,35620,408,99999,999,Raritan borough,6881,2847,6338,2644,6881,6338
3403564320,060,34,035,35620,408,99999,999,Rocky Hill borough,682,292,662,295,682,662
3403568460,060,34,035,35620,408,99999,999,Somerville borough,12098,4951,12423,4882,12098,12423
3403568730,060,34,035,35620,408,99999,999,South Bound Brook borough,4563,1865,4492,1676,4563,4492
3403576940,060,34,035,35620,408,99999,999,Warren township,15311,5258,14259,4718,15311,14259
3403577600,060,34,035,35620,408,99999,999,Watchung borough,5801,2234,5613,2155,5801,5613
3403701330,060,34,037,35620,408,99999,999,Andover borough,606,263,658,273,606,658
3403701360,060,34,037,35620,408,99999,999,Andover township,6319,2181,6033,1968,6319,6033
3403707300,060,34,037,35620,408,99999,999,Branchville borough,841,386,845,377,841,845
3403709160,060,34,037,35620,408,99999,999,Byram township,8350,3207,8254,3078,8350,8254
3403724810,060,34,037,35620,408,99999,999,Frankford township,5565,2520,5420,2295,5565,5420
3403724930,060,34,037,35620,408,99999,999,Franklin borough,5045,2136,5160,1997,5045,5160
3403725140,060,34,037,35620,408,99999,999,Fredon township,3437,1289,2860,1019,3437,2860
3403727420,060,34,037,35620,408,99999,999,Green township,3601,1251,3220,1069,3601,3220
3403729220,060,34,037,35620,408,99999,999,Hamburg borough,3277,1476,3105,1233,3277,3105
3403729490,060,34,037,35620,408,99999,999,Hampton township,5196,2200,4943,2026,5196,4943
3403729850,060,34,037,35620,408,99999,999,Hardyston township,8213,3783,6171,2690,8213,6171
3403732910,060,34,037,35620,408,99999,999,Hopatcong borough,15147,6296,15888,6190,15147,15888
3403737440,060,34,037,35620,408,99999,999,Lafayette township,2538,919,2300,799,2538,2300
3403747430,060,34,037,35620,408,99999,999,Montague township,3847,1802,3412,1588,3847,3412
3403751930,060,34,037,35620,408,99999,999,Newton town,7997,3479,8244,3425,7997,8244
3403754660,060,34,037,35620,408,99999,999,Ogdensburg borough,2410,905,2638,903,2410,2638
3403765700,060,34,037,35620,408,99999,999,Sandyston township,1998,988,1825,907,1998,1825
3403769690,060,34,037,35620,408,99999,999,Sparta township,19722,7423,18080,6590,19722,18080
3403770380,060,34,037,35620,408,99999,999,Stanhope borough,3610,1472,3584,1419,3610,3584
3403770890,060,34,037,35620,408,99999,999,Stillwater township,4099,1930,4267,2030,4099,4267
3403771670,060,34,037,35620,408,99999,999,Sussex borough,2130,1005,2145,961,2130,2145
3403775740,060,34,037,35620,408,99999,999,Vernon township,23943,10958,24686,9994,23943,24686
3403776640,060,34,037,35620,408,99999,999,Walpack township,16,15,41,34,16,41
3403776790,060,34,037,35620,408,99999,999,Wantage township,11358,4173,10387,3663,11358,10387
3403905320,060,34,039,35620,408,99999,999,Berkeley Heights township,13183,4596,13407,4562,13183,13407
3403913150,060,34,039,35620,408,99999,999,Clark township,14756,5751,14597,5709,14756,14597
3403915640,060,34,039,35620,408,99999,999,Cranford township,22625,8816,22578,8560,22625,22578
3403921000,060,34,039,35620,408,99999,999,Elizabeth city,124969,45516,120568,42838,124969,120568
3403922860,060,34,039,35620,408,99999,999,Fanwood borough,7318,2686,7174,2615,7318,7174
3403925800,060,34,039,35620,408,99999,999,Garwood borough,4226,1870,4153,1782,4226,4153
3403931980,060,34,039,35620,408,99999,999,Hillside township,21404,7536,21747,7388,21404,21747
3403936690,060,34,039,35620,408,99999,999,Kenilworth borough,7914,2924,7675,2926,7914,7675
3403940350,060,34,039,35620,408,99999,999,Linden city,40499,15872,39394,15567,40499,39394
3403948510,060,34,039,35620,408,99999,999,Mountainside borough,6685,2558,6602,2478,6685,6602
3403951810,060,34,039,35620,408,99999,999,New Providence borough,12171,4537,11907,4485,12171,11907
3403959190,060,34,039,35620,408,99999,999,Plainfield city,49808,16621,47829,16180,49808,47829
3403961530,060,34,039,35620,408,99999,999,Rahway city,27346,11300,26500,10381,27346,26500
3403964620,060,34,039,35620,408,99999,999,Roselle borough,21085,7939,21274,7870,21085,21274
3403964650,060,34,039,35620,408,99999,999,Roselle Park borough,13297,5231,13281,5258,13297,13281
3403966060,060,34,039,35620,408,99999,999,Scotch Plains township,23510,8896,22732,8479,23510,22732
3403970020,060,34,039,35620,408,99999,999,Springfield township,15817,6736,14429,6204,15817,14429
3403971430,060,34,039,35620,408,99999,999,Summit city,21457,8190,21131,8146,21457,21131
3403974480,060,34,039,35620,408,99999,999,Union township,56642,20250,54405,20001,56642,54405
3403979040,060,34,039,35620,408,99999,999,Westfield town,30316,10950,29644,10819,30316,29644
3403981650,060,34,039,35620,408,99999,999,Winfield township,1471,714,1514,697,1471,1514
3404100670,060,34,041,10900,999,99999,999,Allamuchy township,4323,2096,3877,1774,4323,3877
3404101030,060,34,041,10900,999,99999,999,Alpha borough,2369,1032,2482,1034,2369,2482
3404104990,060,34,041,10900,999,99999,999,Belvidere town,2681,1140,2771,1165,2681,2771
3404106160,060,34,041,10900,999,99999,999,Blairstown township,5967,2272,5747,2136,5967,5747
3404124960,060,34,041,10900,999,99999,999,Franklin township,3176,1219,2768,1019,3176,2768
3404125320,060,34,041,10900,999,99999,999,Frelinghuysen township,2230,826,2083,755,2230,2083
3404128260,060,34,041,10900,999,99999,999,Greenwich township,5712,1870,4365,1477,5712,4365
3404128710,060,34,041,10900,999,99999,999,Hackettstown town,9724,3755,10403,4347,9724,10403
3404129820,060,34,041,10900,999,99999,999,Hardwick township,1696,619,1464,530,1696,1464
3404130090,060,34,041,10900,999,99999,999,Harmony township,2667,1109,2729,1076,2667,2729
3404133060,060,34,041,10900,999,99999,999,Hope township,1952,809,1891,747,1952,1891
3404133930,060,34,041,10900,999,99999,999,Independence township,5662,2325,5603,2210,5662,5603
3404137320,060,34,041,10900,999,99999,999,Knowlton township,3055,1212,2977,1135,3055,2977
3404140110,060,34,041,10900,999,99999,999,Liberty township,2942,1151,2765,1088,2942,2765
3404141490,060,34,041,10900,999,99999,999,Lopatcong township,8014,3420,5765,2429,8014,5765
3404143320,060,34,041,10900,999,99999,999,Mansfield township,7725,3316,6653,2415,7725,6653
3404155530,060,34,041,10900,999,99999,999,Oxford township,2514,1033,2307,938,2514,2307
3404158350,060,34,041,10900,999,99999,999,Phillipsburg town,14950,6607,15166,6651,14950,15166
3404159820,060,34,041,10900,999,99999,999,Pohatcong township,3339,1420,3416,1411,3339,3416
3404177270,060,34,041,10900,999,99999,999,Washington borough,6461,2897,6712,2876,6461,6712
3404177300,060,34,041,10900,999,99999,999,Washington township,6651,2493,6248,2174,6651,6248
3404180570,060,34,041,10900,999,99999,999,White township,4882,2304,4245,1770,4882,4245
